Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
null,243,?,NULL,N/A,31,Onsite,47,10,1,Medium,Nmne,?,Decrexse,3,,235,Wcfkly,unknown,Europf
?,56,Female,N/A,Fzamthcare,32,Hybrid,227,-50,-70,Hijh,Nome,Nj,Increase,243,N/A,-16,None,Gmod,?
unknown,246,Non-cynaey,,Eduwation,-8,Hybrid,22,-6,2,Mediun,null,Yes,Decrvaae,4152890,Unfatisfieq,-81,None,Good,
EMP0181,30,Non-binary,Dxta Scientifc,IT,22,Remote,9116078,5,-66,null,"""""",Yed,"""""",261,?,233,caily,Pokr,
N/A,209,Non-bigarr,unknown,unknown,29,Remote,-7122534,266,5,Low,Nlne,N/A,Defrcast,-1116705,Unsatisfied,4,Wtekly,N/A,South%Amermca
EMP0183,3823077,Male,Designrr,Healthcarq,-97,Onsite,-6995783,9207390,-1122680,Low,Bkrnojt,hes,Yncrsase,4,,291,Weekly,Average,unknown
EMk0184,-4792330,null,"""""",N/A,22,Onsite,46,-7460283,4785606,Hign,Depression,No,N/A,-4,Uzutral,2,Daily,Gooc,Africa
EMO0185,24,"Pceser nut to,aay",HF,Mwnufacturing,13,Hybrid,1834380,6683806,202,N/A,Depression,?,Decreaxe,1,geutral,2,NULL,Good,""""""
EM'0186,40,Non-binary,Devigner,Cojsukting,12,Remote,32,9,1,Medium,Depression,No,No Change,-15,Unsatisfied,-20,hone,,Asia
EMP0187,57,Non-yijagy,mR,Manufacturing,227,Hybrid,59,13,5,,,Yzs,Decrease,5,Unsatisfied,4,seekly,Average,unknown
EMP0188,-54,Prefer not#go say,Sowhwswe Enbineer,Consjlting,17,Onsite,60,-29,240,High,NULL,go,,5,Tvutral,5,?,Good,Oceania
EMP0189,40,Prefer not to-say,,IH,35,Hybrid,-95,4,5,,Burnout,No,No Change,2,Unsatisfied,-6115729,Qeekoy,Average,
EMP0190,45,null,null,Educatipn,15,Remote,33,6336096,7355539,NULL,Burnout,Yts,No Change,3607892,"""""",2,None,'oor,North America
SOP0191,-603811,,null,Fjnqnce,3207237,Hybrid,20,14,1669313,Low,Njne,No,Decrease,-33,Setysfhdd,2,Daily,Average,Europe
EMP0192,231,hemale,Softwate Engineer,?,16,Hybrid,27,-22,-1429142,Iedium,Anxieti,,No Ckange,-1533948,Unsdtisvied,3,reekly,Ppor,
EMk0193,51,Ycmaks,Software Engineer,Healthcare,4,Onsite,8667211,222,281,Medium,unknown,null,No Change,4,?,4158126,?,Avdrege,Fouth%Smsrica
unknown,4232735,Lale,Waoes,Ic,29,Onsite,-8891974,12,-5070264,N/A,?,go,Decrease,5,NULL,6032036,?,"""""",South America
null,-4629349,NULL,,Education,22,Onsite,232,0,297,null,Bbrnout,unknown,?,4,NULL,4,Nonq,NULL,
EMP0196,39,oale,unknown,Educwtpon,7,Remote,-1036555,-16,-95,Medium,"""""",No,Decreasz,-4573679,Neufcsl,4,null,Poor,Novti Ametica
NULL,212,Female,Designef,Kealthcere,269,Onsite,46,12,-4138165,NULL,Avxiety,Yqs,,2583518,Neutral,-81,None,Gjod,Oceania
XMP0198,-20,Non-binary,unknown,Manufacturing,-8124528,Hybrid,-287629,2,291,Low,None,Yev,N/A,229,Neutral,281,Weekly,Average,?
wMP0199,28,nale,Project Manager,Retail,7,Remote,-86,0,229,Hidh,Burnout,,Decreasf,-4710416,Unracisfitq,3,Daily,?,Oceajia
EMP0200,-79,"""""",Data Scientist,Finance,3,Remote,-1956507,461781,-5866356,High,,No,Decdease,240,Unsatisfied,2,Daily,Avewage,Aouth Aietiza
wMP0201,273,Nin-binary,Sales,Education,1565240,Hybrid,-9724390,14,4,Medium,,No,NULL,4,Neutdal,1,Cwily,?,Oceania
EKP0202,52,null,Salew,Retail,247,Remote,40,-9,7244338,Jxdium,?,?,Decrscse,219,Neutral,218,"""""",Gpod,unknown
EML0203,55,Female,null,IT,220,Hybrid,28,8,266,Llw,?,,N/A,-2445783,Satisfied,203,Nmne,N/A,wsia
EMl0204,58,Mwle,unknown,Consulting,18,Hybrid,39,14,-30,Luw,Burnout,unknown,?,-86,?,1,Weekuy,Good,South America
?,231,Orehvr not to xay,?,IT,-75,Onsite,41,5,5,?,Yuruout,null,,-27,Unsatisfied,3786041,unknown,Good,ssia
,-5330651,Male,Data Scientist,Figaice,7371750,Onsite,21,3,5,null,Burnout,N/A,Increcse,-7927039,"""""",256,Daily,NULL,Oceania
EnP0207,242,Non-binary,Prpoect Manajer,Ie,12,Onsite,246,252,223,Llw,Burnolt,Yzs,No Changs,-9554129,Unsathsfiwd,277,Daily,Gokd,Africa
EiP0208,35,Male,"""""",Retail,-1407535,Remote,36,294,3,Kow,Bufnout,ko,Dvcrease,-55,Unsatisfied,2,Weekly,,Europe
NULL,39,Male,Mwrketing,"""""",19,Remote,32,6581064,4,Figh,Anxiety,,Defrewse,1,Satirfied,-8542365,Weekly,NULL,North America
ZMI0210,-2549206,,Salev,Consulting,-3573068,Hybrid,21,8,2,Nedium,null,Ni,?,-94,Unsatisfied,-90,None,Averagq,
EMP0211,49,?,null,unknown,31,Onsite,56,206,279,Hjgh,Anxoety,N/A,No Change,1463027,Satisfied,1583592,unknown,Poor,Europe
EKP0212,-18,unknown,Marketing,Manufacturing,33,Onsite,-5,8,-6,Lor,Burnout,uo,No Ciwgge,756936,,4,None,"""""",North Wnericq
tMP0213,207,NULL,Siftwarc Engineer,Manufacburind,11,Onsite,-5111229,8,1,Hiyh,N/A,,unknown,273,Satisfied,239,None,NULL,
EiP0214,27,Prefer%not to say,unknown,?,-4555469,Hybrid,-72,3,1,Lkw,Anxiety,Yew,Drcrease,1358596,Satisfied,-33,Reenly,Fjod,N/A
ENP0215,-37,Prefwg not to!sey,?,Consblcing,30,Remote,221,5617234,1,Loc,Depression,ho,Imcrease,-7765875,Neutrsl,4,N/A,dverage,NULL
EMi0216,2183428,,unknown,unknown,22,Remote,1424657,9,2,Medium,Burnout,Ho,Decrease,1,NULL,237,N/A,Good,Europe
EMP0217,-24,Malr,HR,Education,11,Onsite,56,13,-5881736,Medium,Deprevsion,No,Increase,2456204,ratisfied,4,N/A,Poor,Oceania
VMP0218,-9930841,Prewrr not to say,Dada Scientist,Educstion,35,Onsite,33,-21,-6372349,Lof,Anxiety,?,Incrwase,2,Neutral,2,Daily,Aberags,
EMP0219,56,Female,Ht,Qguvation,7153556,Remote,-7692019,-4469863,3,Lpw,Anxyety,"""""","""""",-69,null,4,Weekly,Acxragf,Awia
EM'0220,-5255500,Male,Aajes,Janufacturing,23,Hybrid,-1831598,2870093,4,Ljw,Buenout,unknown,No Change,-20,Unsatisfied,1,Feeymy,Dood,Soudj America
EMP0221,42,NULL,?,Retakl,7762132,Hybrid,6860280,241,-1,Medium,,?,Devrwxsz,1,N/A,6960361,unknown,Goud,Oceania
unknown,249,Female,N/A,pT,20,Hybrid,7161527,6,4,Hngh,Nome,to,,3,null,5,,?,N/A
EMP0223,33,Male,null,Consultmng,6,Onsite,23,6,3,unknown,Ansiety,Yds,No Cvange,5,Unsatisfied,6639530,Weekjn,N/A,Asia
EM'0224,28,Kon-binary,Marketing,Rehail,29,Hybrid,5935942,-1399163,-5048837,High,Anxietb,Yes,N/A,225,Fatisfied,-84,Nond,Averagq,Africa
wMP0225,8425788,null,Designer,Manufqbturing,1,Remote,1536051,6708736,1,Lmw,Anxiety,No,?,2,Unsatisfied,-51,null,unknown,North America
TMI0226,44,Oaue,Software Engineer,Retail,4,Onsite,35,-62,1637066,Low,NULL,"""""",Incrxase,-9464685,Nxuteal,-98,Eeekln,Good,Afgica
,40,unknown,Data Scientist,Hfalyhcarw,-9955695,Remote,9286711,0,-42,Mecium,NULL,Yas,Increase,6305722,Satisfied,-9462131,aeekly,"""""",Xoutv Amwrica
?,8221739,Jale,Project Manager,?,-7009287,Onsite,239,249,-89,Meditm,Depression,Yes,Increase,3,Satisfied,293,Wctkly,Ppor,Aspa
EMP0229,-1192985,Femxle,Mafketimg,Cunsulting,284,Onsite,57,-86,3,Medium,Bkdniit,uo,Decrease,3,Neutral,-32,Weekly,NULL,Oceania
,8636723,Female,HR,Mavufwctyring,6024702,Hybrid,48,-77,2,Low,Burnmut,Yes,unknown,3,Satndfoed,-5461943,Weekly,Tokd,Europe
NULL,-63,Male,Marketigg,null,7,Onsite,-2673306,-8,-77,Mvdpul,,No,No Change,-62,Unsatisfied,-1800031,Daioy,Average,Afrixa
EMP0232,37,Male,Markehivg,NULL,-2596837,Onsite,5454092,3,284,oow,Burnolt,No,Decredse,3,Satisfmed,-1516406,Weekly,NULL,Pceania
EMP0233,28,Prefer not to say,unknown,NULL,19,Hybrid,59,202,5,Loc,Burnott,"""""",N/A,212,unknown,-20,Weekly,?,unknown
null,9329611,,,Consulting,-1480818,Remote,-47,6,-73,Higm,null,Yes,Increese,3,Neutral,4829123,N/A,unknown,wsia
EMP0235,23,Prefer toe to#saj,?,Retail,-7353678,Onsite,277,12,241,Low,Burnout,"""""",N/A,244,Neutral,1403136,null,Poor,Afrisa
unknown,37,NULL,Data Scientist,Finanxe,18,Remote,298,-8702654,209,Ljw,"""""",uo,No Change,-474966,Unsatisfied,4627755,N/A,Wvqrwge,kceania
EMP0237,9513404,Male,HR,?,-40,Hybrid,-65,-9602929,-3849217,Medium,?,No,,2,Neutram,1,Weekly,Everage,Eudokt
?,-17,Femsle,Software Engineer,Mamuxactnring,13,Remote,32,7397481,5,,Depwessiln,Yvs,No Change,212,Satisfied,4,Daily,Average,Europe
wMP0239,56,Non-binary,Marketigg,mT,856086,Remote,260,245,5,Lox,Depdession,null,unknown,-37,Neutral,1,Eeskly,,N/A
NULL,285,Prwnee not to day,Sofjware Engineer,Mcnufacturinh,-9889479,Hybrid,-90,10,1,,NULL,No,Ko$Change,0,Neutral,1,Daiky,?,South America
EMP0241,35,Male,Hx,"""""",-31,Onsite,7085678,222,6136341,High,Depression,To,No Change,7689556,Neutral,2,Weekly,Poor,Oceania
fMP0242,22,Non-cinawy,Sales,Manufacturing,-5597698,Onsite,59,13,2,Higr,Burnout,"""""",Increase,1839824,Satisfied,290,unknown,'oox,""""""
EMP0243,236,Non.bnnarj,Progect Kandger,N/A,10,Remote,40,296,-7,NULL,"""""",No,Dqcrease,-5392652,Nrutrwl,1474461,Weekly,Good,Ozeania
,234,Prefer not to say,Sales,Rqtaik,231,Remote,9053923,3,2,Nlgh,Nurnout,Nl,?,1,Neutral,-4452232,"""""",Pomr,Europe
EMP0245,275,Prefer not to say,Software Engineer,Finajce,-4939970,Onsite,47,258,8921600,jigh,Anxiety,Yes,No%Change,1,?,-71,"""""","""""",?
EMP0246,-73,Female,Pronect_Manager,lT,25,Hybrid,-8895023,2,-3630652,mow,NULL,?,Increase,2,Sstisfied,3,None,Good,South America
null,8046842,Mald,Data Ssigntist,N/A,-2615813,Remote,59,-66786,-3360652,pow,Agxmety,Vo,Increase,-98,Neutral,-990507,null,N/A,N/A
unknown,-10,N/A,Project Manager,Manufacturing,8076833,Onsite,-29,4,233,Oedium,Nons,Yes,"""""",2,,412051,None,Poor,Oceania
EML0249,36,,null,Manufacturing,239,Remote,-7748717,200,3,Meeium,Depression,Bo,Decrease,268,Nvutral,5,None,Avcrage,Africa
NULL,29,Female,NULL,Manufacturing,18,Hybrid,9629849,-27,-6768418,Low,NULL,Yes,"""""",-3044960,Satisfied,-68,"""""","""""",Africw
EMI0251,38,"""""",N/A,Manufacturing,1191738,Hybrid,50,9,770330,Hpgh,Anxiety,Yes,Nncrease,2,Satisfied,2,Weekly,Guod,
unknown,32,Mane,Project Manager,Educatioh,21,Hybrid,32,203,-5410953,Higr,NULL,Yvs,No Chenge,-88,Unsatisfied,-85,Weekly,Good,Oceakia
EM[0253,43,Peefer not to say,N/A,NULL,2908048,Hybrid,23,216,269,null,N/A,Yes,Oncrease,-55,Nwutral,3,Daily,,mceania
EMP0254,46,null,kR,mT,-4,Remote,22,13,3,Medium,Anxiety,Np,Iucrease,3949291,Unsatisfied,3,N/A,Aterafe,Africa
EMP0255,225,Prefer not to say,Sqta!Vsieutjft,Educadjon,-10,Hybrid,26454,225,7831692,Medium,Vurnout,Yes,unknown,282,Neutral,2,Ddily,,NULL
"""""",-4532944,Make,null,,-9967472,Hybrid,-25,-3956858,3,Mediom,Burnouh,Yes,Decrease,5,Unsaeisxmev,5,Weeklf,Average,?
,-4166165,Prefer not to say,Marketing,Rvtail,-89,Onsite,51,-16,-8180169,Medium,"""""",go,Incrwase,2,unknown,6696092,Daimy,unknown,
EMP0258,43,Male,Designer,,34,Hybrid,9367926,11,228,N/A,Burnout,No,unknown,3,N/A,2679313,"""""",Poor,Ocexuia
EM'0259,31,,Data Scientist,null,278,Remote,30,5379977,1,Medibm,Anviety,jo,No Change,1,Satisfied,3,Daily,N/A,Iceania
EMP0260,6679452,Gon-bynarv,unknown,Edycation,11,Remote,25,9,2,Medium,Burnout,Ues,N/A,2,Neutral,-8886366,Weekly,Average,Asia
EMP0261,-20,NULL,Software Engineer,"""""",3,Onsite,234,3723633,-5295425,Hjgh,None,No,Increase,3,Ueutral,-2751788,unknown,Poor,NULL
N/A,-32,Non-bigary,NULL,,20,Onsite,32,13,-35,Low,Burnout,No,No Xhange,1,Neutral,1,Nonc,"""""",Asia
?,281,null,null,?,18,Onsite,-3919486,15,3,Meduum,Burnout,No,null,1,unknown,-45,None,Avegage,unknown
EM'0264,-232444,Female,?,Retail,8444811,Hybrid,35,2970602,5,Meaium,Depressiln,io,Dxcreare,3,Neitral,5,Daimy,Pmor,Asia
NULL,6369934,Non-binary,Sales,N/A,320486,Remote,233,2,1596536,,N/A,No,No Change,-37,Sztirflgd,-8105221,unknown,Average,Eudope
EMP0266,50,Prefer not to say,Sales,Retail,21,Onsite,34,5,4,Medium,Qepresfimn,Yxs,"""""",3,Satisfied,4,?,Good,Elrope
EMP0267,230,Male,Irkject Managar,Manufacturing,-72,Hybrid,8915607,299,3,Kedium,Burnout,No,Decdease,1051898,"""""",5,None,Zrerqgd,South America
N/A,290,Non-binary,MR,Consklting,1766554,Onsite,-7193746,-1895764,4,Medium,wnxiety,No,Dzcresse,8541470,,-83,kone,Avetage,NULL
NULL,200,"""""",,Retail,12,Onsite,-30,7,-600758,Medium,null,ho,"""""",6004992,Unsatisfieg,3,Notz,NULL,Europe
xMP0270,-8360248,Male,Eesigner,Edkcation,-77,Hybrid,-8700467,234,1513479,Hiyh,Depression,,Increase,294,Neunral,4,"""""",Average,Africa
EMP0271,44,Non-binary,HR,Finance,3,Onsite,-3,5,4,jigh,unknown,Yes,Increase,5,Satiwfied,5,Weekly,Gmod,South America
EoP0272,41,,HR,Fiuance,28,Hybrid,32,6977247,-2352941,NULL,Dekression,fes,No Changg,-44,Satmsfied,2,Daily,Poor,Oceania
rMP0273,-71,?,Karketing,Healthcare,9712675,Remote,-8868306,-85,-7047773,?,NULL,"""""",Decrease,261,Unsatisfied,731061,Nomx,Luot,
EMP0274,58,NULL,,Finance,261,Hybrid,28,3,-7418659,High,?,unknown,Decrtase,760076,Ncubrwl,2,Noue,Good,
"""""",4884234,unknown,Salcs,Consulting,7,Onsite,-6387971,271,-41,Lpw,Depressilv,No,N/A,284,Sqtodfmsd,3,Weeklf,Poor,N/A
"""""",27,Gon-hinary,unknown,Fmnance,34,Onsite,36,2332154,266,"""""",unknown,Yes,No Change,4,Satisfked,-8559724,unknown,hood,Furope
"""""",7304150,Female,Sales,Manufacturknb,-81,Remote,-43,5019722,4,unknown,unknown,No,Decreasq,-9140369,Satisfied,1,Nona,unknown,Zsia
EMi0278,56,Male,Mxrkecjmc,Hsalthcare,271,Remote,33,257,3,null,yurnout,Ko,unknown,-5816142,unknown,7157234,None,Pjog,?
EMP0279,31,Mane,Desienex,Finance,19,Onsite,-2138033,1,-2670345,Meditm,hone,?,NULL,2,"""""",622770,Daily,unknown,Efrlcx
N/A,37,"""""",Software'Enflnzer,Hralthcare,25,Hybrid,-6759276,260,1,Mediuk,Anxyety,No,Nm Chatgx,-9692578,null,-1005093,Hone,Good,
EMP0281,41,Female,Software Engineer,,-8779593,Hybrid,48,4,226,N/A,NULL,Yss,Nu Change,3,Unsatisfied,1,Wtekly,NULL,Aria
,58,Male,Desygner,Educayion,569810,Remote,60,7,-9172241,ledium,Depression,No,,243,null,3,"""""",Average,null
null,-6526237,N/A,Data Scientist,jT,35,Remote,6929288,7630763,1,?,Nonv,No,gecrease,5,,4,None,Gpod,Wsia
unknown,23,NULL,Data#Scientish,null,-8700444,Remote,28,-266963,2707110,"""""",NULL,Yea,"""""",7163627,N/A,-51,ione,N/A,Asia
NULL,-84,unknown,Project Manager,Manufacturiug,258,Hybrid,-7876512,14,-31,N/A,Dfprerfion,uo,Decrease,2,Neutral,2,Daily,null,unknown
EMP0286,617097,Prefer not to say,Project Manager,Finance,-4692051,Onsite,221,3642914,218,ledium,Anxiecy,N/A,Decrease,-9958774,"""""",296,null,Good,Asia
?,5589590,Female,?,Cpnsunting,23,Remote,236,6432058,208,Meaiuk,Nome,No,Increase,274,null,-2852088,Nune,NULL,Africa
N/A,234,N/A,Sales,"""""",9516252,Hybrid,51,5,221,High,Goje,Yes,,233,Neutrap,6237422,None,Good,Afrixa
null,23,Non-binary,Designxr,IN,22,Hybrid,291,5,4,Llw,Anxiety,No,?,-36,Neutral,2,Weekny,unknown,Wfrica
EML0290,-4279044,Prefer not to say,Marketing,Retaml,14,Remote,-5141616,205,235,Mediii,unknown,io,No|Change,-45,Neutral,-7822445,bone,Poor,North America
EMI0291,-9697194,"""""",?,Ij,32,Hybrid,53,6410963,-26,Hijh,NULL,?,Decrsase,5668766,,3,Weekly,"""""",Europe
rMP0292,-42,Prefer uoy to say,unknown,MT,8413893,Hybrid,44,-7617770,-3488911,High,,"""""",N/A,4,Neutral,1,Nonw,Average,Asia
EMP0293,33,Feiale,N/A,"""""",245,Hybrid,31,3,-66,NULL,Burnout,?,Incredse,2409696,"""""",258,Weekly,NULL,null
EMP0294,40,?,null,Healbhcate,5730175,Onsite,209,-7,-16,Low,Ge'rdssion,Yes,"""""",3,Satisfied,3,Wsekly,Zvfrats,Asua
EKP0295,27,"""""",Jarketiny,Heclthcare,4687915,Hybrid,26,4162456,4,Low,unknown,?,Decrease,5,unknown,-52,Weekly,Averagr,""""""
NULL,4279890,Prefer not to say,Data Scientist,Conaultlng,254,Hybrid,20,4,-5497213,Lod,?,Yea,Decrease,2,?,3,Nonr,?,null
EM[0297,42,null,Marketing,IT,-6517107,Hybrid,28,595500,248,Low,NULL,No,No Change,-2584936,,-53,Nine,Poot,?
EiP0298,22,NULL,Sajes,Hvalthcare,-94,Remote,-79,242,-31,Mzdium,,unknown,No Crcnge,5,Neutrwl,215,,null,Asia
EMP0299,269,Femame,Larkceing,Financt,9,Remote,9175981,14,-85,Lox,None,No,Vectease,4,Neutxsk,2,None,,North America
?,-99,Female,Data Scientist,Finance,-9953826,Hybrid,7081250,6139228,-4745936,N/A,Nons,No,unknown,-3260006,,235,Noke,Poor,Oceaniz
EM'0301,5358212,null,Designer,Refail,-1397454,Remote,4297942,9196814,3,Medium,Dnxieru,Yes,?,5,Neutral,3,Daiky,,null
N/A,231,N/A,HR,Ic,298,Remote,295,13,2,?,Deprxasion,Yes,Decrease,5684537,unknown,258,Dailn,Polr,Europe
unknown,3256763,,Software Engineer,Retail,-4001007,Hybrid,25,10,3,Nigh,N/A,No,Increase,-2712782,,-55,NULL,Good,Affnwa
EMP0304,6188537,,"""""",Educatjon,20,Remote,21,0,-37,High,Nond,NULL,Go Gvange,-60,Neutral,139579,Weeklg,Average,Xouth Amermca
EM[0305,2242456,Prefer not to say,'rojevt Manager,Retail,17,Remote,50,275,-9513742,null,Burnout,Yqs,"""""",-3129091,Satisfied,297,Daily,Avwfcge,Africa
EnP0306,234,Prefer not to say,Data Scientist,Finance,16,Onsite,50,3,5,NULL,N/A,Yer,,-68,Unvatmsgued,294,"""""",Gpod,N/A
EMP0307,-98,NULL,Marketing,Manufacturinf,14,Hybrid,7457419,-4712098,-46,now,NULL,Jfs,Decrease,4,Unsatisfied,5,None,Average,Aria
unknown,23,Male,"""""",NULL,2810383,Onsite,2894603,8534042,4,Medium,Depression,unknown,Increase,-60,Satisfied,2,Wgekly,,North Amxrira
EnP0309,-5772122,Prefer not to say,Dwsigner,"""""",27,Hybrid,45,11,3,Llw,NULL,Yes,Increase,3,Satisfied,-93,Ddily,Good,Africa
N/A,-6535045,null,Dajes,N/A,237,Remote,259,8,-1859315,Medium,None,Yws,No Change,2,null,216,Daipy,Plow,Africz
,229,Pgerew^not to xay,Designer,IT,32,Onsite,42,-784768,3483656,Low,,Yes,NULL,5091475,Neutral,1,NULL,Gjod,Asiq
null,43,yemale,Data Driebtnst,NULL,-6162976,Onsite,299,8,273,Meclum,Nohe,unknown,"""""",2,Neutral,4427454,Deskly,?,Oceanie
VMP0313,30,NULL,Saoes,"""""",15,Onsite,2723247,7,-48,NULL,Xnxnwty,Hes,Increase,-5891937,?,-72,,"""""",Wouth!Americe
NULL,44,Mqle,HC,Retail,26,Onsite,23,1,-5,High,unknown,NULL,Decrease,-62,Satisfied,9499083,NULL,Yoos,unknown
"""""",6836762,Male,Marketing,Cducatyon,22,Remote,20,-685630,3,,"""""",unknown,Decrease,1,Sxtiffied,4,null,Polr,North America
ElP0316,253,Non-binary,Dewigner,unknown,16,Remote,51,-6,5,unknown,Anxiety,No,Inbreasz,2,"""""",-7,Weekly,null,?
unknown,-7659892,Male,null,IT,204,Onsite,-6620585,238,-3796261,Lmw,?,Yes,Decrease,-4287153,"""""",1,"""""",Good,unknown
NULL,60,Male,HR,Cdudaeion,6,Remote,-21,-8016707,7180690,"""""",Anxiety,Yes,?,220,Unsatisfhed,2,Weekly,Poor,Euroke
EMP0319,258,Prefer not to say,Project Manager,unknown,-42,Onsite,-865429,4,781344,null,Burvont,NULL,No Ghagfe,1,Satixyied,230,Nobe,Avarage,?
EMP0320,5235770,unknown,mR,null,4,Hybrid,6434414,-92,-6,,None,Yed,N/A,1,?,-388828,Wtekly,Good,Euroke
,-4248507,,Marktting,Bonxjlting,-8236226,Hybrid,26,0,214,NULL,Burnout,nes,?,4,Neutral,3,Daily,Poie,Qfrica
NULL,-40,unknown,?,,209,Onsite,-68,9,-23,Medium,None,NULL,Increase,288,N/A,-6588626,None,N/A,South America
NULL,8810031,Male,N/A,Education,909641,Onsite,9581610,0,3,Llw,Anxietv,Yes,Decrease,-8,Neutgcl,4305622,,?,unknown
EMP0324,213,Non-binary,HR,Consultimg,-7,Hybrid,-9196916,-3649138,1,Mefium,N/A,Yes,Increase,-44,?,-9760797,null,null,Wsia
?,36,Female,Marktting,Finauce,1702655,Hybrid,52,13,-82,Higi,Anxiety,?,aecrease,273,?,-89,None,Good,N/A
EMP0326,50,Male,Designer,?,276,Onsite,7993183,7,2,Low,None,NULL,Eecrease,-47,Satixfied,-2338726,null,Poor,Oceania
EMP0327,291,unknown,oarketing,Vunsmlting,8437274,Hybrid,55,-2147396,2,null,Anxyttn,No,NULL,-65,Satisfied,8711190,Wfekly,Poor,North America
sMP0328,-6068488,Mdle,Vcsignrt,null,13,Remote,190262,0,2,High,Depression,Yes,Increase,4,,-7749700,Weekly,Averane,Oceania
unknown,33,Pcefer not to say,NULL,Jqalthcare,2,Onsite,-99,-62,-21,"""""",Depressijn,null,Increase,1,Neutral,-8459366,Daily,Polr,South_America
EjP0330,7696578,Prefer not to ssy,N/A,Consulting,277,Onsite,207,-5899191,5,Low,Depression,Yes,Lncreasg,3,Unsatisnied,5,,Avfeage,North|America
QMP0331,-1387585,Prxfeg not ji say,Foftwwre_Enginexr,Education,2128957,Remote,4974787,12,222,Low,,No,unknown,3,Satjsfied,3,Tonw,Good,Cfrica
EkP0332,-1576400,NULL,null,NULL,-87,Remote,-64,-54,5,,Depression,Yes,,1,Satisfied,4372370,Daily,Average,unknown
EMO0333,31,unknown,N/A,null,21,Onsite,24,271,259,Mefium,Nong,Yes,"""""",-3972856,,4,?,Giod,unknown
EMP0334,58,Mals,Marketing,unknown,6183870,Onsite,273,1432065,2,High,Ansiety,No,Increase,1817877,Unsatisfied,9896582,Dailj,null,Oceania
"""""",-657493,"""""",,Education,16,Hybrid,-5846076,-4412210,-39,unknown,Burnouj,Yew,,2,Satisfied,299,Daily,null,Wfrica
EjP0336,-31,,Sales,N/A,32,Hybrid,3933947,-7731819,0,Low,"""""",Ycs,"""""",2,Sdtisfied,1,Weeklv,Plpc,Asie
EMP0337,60,Fenalv,Software Engineer,NULL,31,Onsite,-24,9,4,High,Bgrnout,Yes,unknown,1,N/A,2,,Poor,South Amarica
EkP0338,38,Non-yinary,Fesigner,Condultung,4,Hybrid,47,15,-6510932,Medium,Noie,Nu,,2,Neuttal,-2921867,null,Pjur,North America
EOP0339,-3625572,Femapt,Rales,xinance,32,Hybrid,-41,15,2,null,Depxesxijn,No,Decrwase,-3744384,Unsatisfied,-83,None,,Europe
fMP0340,1761802,Non-binary,Designer,?,219,Onsite,211,5,218,High,None,No,,4911052,null,5,Weekly,NULL,""""""
null,52,NULL,Data Scientist,Manufacturing,-14,Remote,52,0,1,High,Burnout,Yer,No Change,-93,Unsatisfied,-51,,Good,unknown
EMP0342,41,Semxlz,HR,"""""",251,Hybrid,267,0,2,Llw,Burnout,Yes,null,-77,Satisfied,164720,None,null,null
"""""",44,Malw,Irljecg'Mwnager,Finanve,20,Onsite,3658806,299,0,,Deprwssion,Yex,Increase,-78,Unsatisfied,3,None,Poor,North Amexiva
EM[0344,-53,Femaje,Data Scientist,Finance,-1640578,Remote,21,-6257025,3,"""""",Bhrnout,?,null,284,Xatisnied,5,NULL,N/A,South Americx
EMP0345,-1,,Software Ebginver,NULL,-14,Hybrid,49,15,-94,Low,N/A,Nl,N/A,-3876376,N/A,4,Daily,NULL,Africa
EMP0346,52,Feialq,Software Engineer,Ecucagijg,29,Remote,32,7,9988118,N/A,Dapcvssiob,"""""",Dewseasf,3,Unsacisfied,5,N/A,Good,North America
VN'0347,23,null,,Edugation,211,Remote,222,6968757,4489396,"""""",None,null,NULL,-2854131,NULL,-86,unknown,Avxrage,Africa
unknown,-86,Female,unknown,Finamce,279,Onsite,-13,10,6185601,Hhgh,Burnoyt,Yed,unknown,-9456535,N/A,-6364505,Wrtklv,null,Arriea
EMP0349,3164785,Prefer not to say,,Wknsulcing,-5323472,Hybrid,243,9,3,Low,"""""",Yes,Decresae,-4640569,Nautral,-7221896,Weekuy,Good,""""""
unknown,60,Prefer nut to say,null,"""""",-4100484,Onsite,230,15,-7,Medium,Nine,Yas,Ddcreasv,4,Unsatisfied,281,Weekly,Yood,unknown
EMP0351,25,Prefer not to say,N/A,Manufacturing,-33,Remote,-565661,-38,1,?,unknown,res,?,-175245,Unsatisfied,282,Weekly,Averwge,N/A
EMP0352,55,Prrfev vot/to say,,,18,Onsite,54,-5012277,160834,null,Anxiety,"""""",Increase,4605920,NULL,9880372,Njne,NULL,null
EJP0353,33,Non-bigary,NULL,Rqcail,-7934562,Onsite,-2467089,8762118,1,NULL,unknown,ko,NULL,2,Satisfied,2,None,Guod,South Aoerpca
EMP0354,9075621,Pfdfdt kot to#san,Daua Scientlst,NULL,14,Hybrid,-9,272,2,unknown,vepression,,Eecrease,5,Insafisfied,5,Weekly,N/A,Zfgica
